Type_ID,Authorisation_document_reference (EIN),Type_Name,Authorisation_Status,Last_Update,ERA_URL
51-457-0001-8-001-001,RO8020230246,"Vagon de marfa modernizat seria Uagnpps destinat transportului de marfuri in vrac, proiect PC.05.00/00-A",Valid (Romania),2023-11-21,https://eratv.era.europa.eu/Eratv/Home/View/51-457-0001-8-001-001
13-125-0003-4-001-002,NL8020220221,new version of DDZ VI EMU met derde remschijf met 2xBv1,Valid (The Netherlands),2023-11-21,https://eratv.era.europa.eu/Eratv/Home/View/13-125-0003-4-001-002
71-127-0001-3-002-001,HU8020230204,UDJ-D-HMF 810K3-RC (az UDJ-HMF 810K3-RC új járműtípus változata / new variant of UDJ-HMF (810K3-RC),Valid (Hungary),2023-11-20,https://eratv.era.europa.eu/Eratv/Home/View/71-127-0001-3-002-001
13-124-0002-9-002-001,NL8020220220,new variant of DDZ IV EMU met derde remschijf met Sandite installatie,Valid (The Netherlands),2023-11-20,https://eratv.era.europa.eu/Eratv/Home/View/13-124-0002-9-002-001
51-459-0001-4-001-001,NO8020183001,RO-LA wagons Type 690,Valid (Norway),2023-11-17,https://eratv.era.europa.eu/Eratv/Home/View/51-459-0001-4-001-001
13-324-0001-7-001-001,LV8020230271,16Ev,Valid (Latvia),2023-11-17,https://eratv.era.europa.eu/Eratv/Home/View/13-324-0001-7-001-001
13-124-0002-9-001-001,NL8020220220,DDZ IV EMU met derde remschijf,Valid (The Netherlands),2023-11-17,https://eratv.era.europa.eu/Eratv/Home/View/13-124-0002-9-001-001
11-074-0004-4-001-001,EU8020230088,E494 VR1.1,Valid (European Union),2023-11-17,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0004-4-001-001
11-074-0003-6-001-001,EU8020230091,E494 LM VR1.1,Valid (European Union),2023-11-17,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0003-6-001-001
13-125-0003-4-001-001,NL8020220221,DDZ VI EMU met derde remschijf,Valid (The Netherlands),2023-11-16,https://eratv.era.europa.eu/Eratv/Home/View/13-125-0003-4-001-001
71-020-0001-0-001-001,CZ8020230213,new variant of EU Series Rail Grinder,Valid (Czech Republic),2023-11-16,https://eratv.era.europa.eu/Eratv/Home/View/71-020-0001-0-001-001
13-078-0002-7-010-001,IT8020230259,ETR104.v6.s3,Valid (Italy),2023-11-16,https://eratv.era.europa.eu/Eratv/Home/View/13-078-0002-7-010-001
31-110-0004-2-001-001,EU8020230117,Passenger coach IC 1 – R188 (70 Sitzplätze),Valid (European Union),2023-11-14,https://eratv.era.europa.eu/Eratv/Home/View/31-110-0004-2-001-001
13-120-0001-9-001-001,FR8020230224,new variant of Régional Duplex du type RABe511 - 4 caisses,Valid (France),2023-11-14,https://eratv.era.europa.eu/Eratv/Home/View/13-120-0001-9-001-001
11-065-0001-8-001-001,EU8020230238,BB36000 H/HR/SLO/SK*,Valid (European Union),2023-11-13,https://eratv.era.europa.eu/Eratv/Home/View/11-065-0001-8-001-001
17-021-0002-3-001-001,BG8020230079,,Valid (Bulgaria),2023-11-13,https://eratv.era.europa.eu/Eratv/Home/View/17-021-0002-3-001-001
11-068-0010-3-001-001,PL8020230255,6Dg/A_GSM-R,Valid (Poland),2023-11-13,https://eratv.era.europa.eu/Eratv/Home/View/11-068-0010-3-001-001
71-246-0001-1-001-001,CZ8020230262,DUOLINER MIJ,Valid (Czech Republic),2023-11-09,https://eratv.era.europa.eu/Eratv/Home/View/71-246-0001-1-001-001
13-325-0001-4-001-001,RO8020230245,Automotor VT 628.4 cu remorca 928.4,Valid (Romania),2023-11-08,https://eratv.era.europa.eu/Eratv/Home/View/13-325-0001-4-001-001
13-169-0001-6-002-001,DK8020230243,Arriva Lint 41 Series 2 MR1,Valid (Denmark),2023-11-08,https://eratv.era.europa.eu/Eratv/Home/View/13-169-0001-6-002-001
11-077-0005-4-001-001,EU8020210014,T13 - ETCS - NTC TBL1+ - NTC KVB (BSL 2.7.4),Valid (European Union),2023-11-07,https://eratv.era.europa.eu/Eratv/Home/View/11-077-0005-4-001-001
13-313-0001-0-001-001,CZ8020230222,RS1 ŽOS Zvolen,Valid (Czech Republic),2023-11-06,https://eratv.era.europa.eu/Eratv/Home/View/13-313-0001-0-001-001
13-322-0001-1-001-001,CZ8020230221,640.2,Valid (Czech Republic),2023-11-06,https://eratv.era.europa.eu/Eratv/Home/View/13-322-0001-1-001-001
13-078-0002-7-009-001,IT8020230252,ETR104.v6.s2,Valid (Italy),2023-11-06,https://eratv.era.europa.eu/Eratv/Home/View/13-078-0002-7-009-001
71-179-0001-4-001-001,CZ8020210141,Unimat 09-4x4/4S Dynamic,Valid (Czech Republic),2023-11-03,https://eratv.era.europa.eu/Eratv/Home/View/71-179-0001-4-001-001
11-057-0017-1-001-004,"DE5920201000, RO5120191016, PL5120150031, CZ5920201508, SK5920201002, HU5920201005, BE5920201010, AT5920211014, HR5920160001",X4-A_Korridor DE-AT-HU-PL-CZ-SK-RO-BG-NL-BE-LU-RS-HR_Rel. E1.11,Valid (European Union),2023-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0017-1-001-004
11-057-0005-6-001-002,"DE5920171013, SI5120190001, NL5120190027, BG5920191001, RO5120191016, SK5920171000, CZ5920151501, HU5920171005, PL5120150031, IT5920181011, HR5920160001",X4-A-Korridor DE-AT-IT-PL-CZ-SK-HU-RO-BG-SI-HR-RS_Rel. D,Valid (European Union),2023-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0005-6-001-002
11-057-0026-2-001-003,DE5920201013; RO5120191016; CZ5920151501; PL5120150031; HU5920201005; AT5920211022,X4-A_Korridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. E1.11,Valid (European Union),2023-10-30,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0026-2-001-003
71-241-0002-0-001-001,ES8020230241,VAIA CAR RF8 ACYGS,Valid (Spain),2023-10-27,https://eratv.era.europa.eu/Eratv/Home/View/71-241-0002-0-001-001
11-150-0005-9-001-001,ES8020230242,S/269.0 ALEGRIA,Valid (Spain),2023-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-150-0005-9-001-001
11-057-0022-1-001-003,DE5920201009; RO5120191016; CZ5920151501; PL5120150031; HU5920201005; AT5920211001; HR5920160001,X4-A_Korridor DE-AT-IT-PL-CZ-SK-HU-RO-BG-SI-HR-RS_Rel. E1.11,Valid (European Union),2023-10-26,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0022-1-001-003
51-191-0001-3-002-002,"FR5920183002, LU59 2018 3028",Wagon plat articulé et multiple Sdmrs (1) 100W-2,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0001-3-002-002
51-191-0005-4-001-002,EU8020220071,Wagon plat articulé et multiple Sdmrs (1) 100W-2,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0005-4-001-002
51-191-0004-7-001-002,EU8020220070,Wagon plat articulé et multiple Sdmrs (1) 100W-1,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0004-7-001-002
51-191-0003-9-001-002,EU8020220245,Wagon plat articulé et multiple Sdmrs (1) 100W-2,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0003-9-001-002
51-191-0002-1-001-002,EU8020220244,Wagon plat articulé et multiple Sdmrs (1) 100W-1,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0002-1-001-002
51-191-0001-3-001-002,"FR5920183001, LU59 2018 3027",Wagon plat articulé et multiple Sdmrs (1) 100W-1,Valid (European Union),2023-10-25,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0001-3-001-002
11-096-0001-3-001-001,EU8020230048,742.71 8010-108 5d CZ SK,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-096-0001-3-001-001
51-191-0005-4-001-001,EU8020220071,Wagon plat articulé et multiple Sdmrs (1) 100W-2,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0005-4-001-001
51-191-0004-7-001-001,EU8020220070,Wagon plat articulé et multiple Sdmrs (1) 100W-1,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0004-7-001-001
51-191-0003-9-001-001,EU8020220245,Wagon plat articulé et multiple Sdmrs (1) UIC 100W-2,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0003-9-001-001
51-191-0002-1-001-001,EU8020220244,Wagon plat articulé et multiple Sdmrs (1) 100W-1,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0002-1-001-001
51-191-0001-3-002-001,EU8020210129,new version of Wagon plat articulé et multiple Sdmrs (1) UIC 100W-2,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0001-3-002-001
51-191-0001-3-001-001,EU8020210128,new version of Wagon plat articulé et multiple Sdmrs (1) UIC 100W-1,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-191-0001-3-001-001
11-032-0008-3-001-001,PL8020230208,E6ACT_GSMR,Valid (Poland),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-032-0008-3-001-001
51-450-0001-3-001-002,EU8020230206,Sggrss 80’ Freight Wagon,Valid (European Union),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-450-0001-3-001-002
13-276-0001-9-001-001,PL8020220185,48WEc,Valid (Poland),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/13-276-0001-9-001-001
11-068-0008-7-001-001,PL8020230214,6Dg/B1_GSMR,Valid (Poland),2023-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-068-0008-7-001-001
13-193-0007-3-001-001,EU8020230200,BR 442 NX5,Valid (European Union),2023-10-20,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0007-3-001-001
11-090-0004-0-001-001,IT8020230233,E464 serie 0 FER,Valid (Italy),2023-10-20,https://eratv.era.europa.eu/Eratv/Home/View/11-090-0004-0-001-001
11-267-0001-0-001-001,PL8020230217,M62Ko_GSM-R,Valid (Poland),2023-10-20,https://eratv.era.europa.eu/Eratv/Home/View/11-267-0001-0-001-001
31-109-0001-0-001-001,EU8020230169,M7DD – B - Lux,Valid (European Union),2023-10-19,https://eratv.era.europa.eu/Eratv/Home/View/31-109-0001-0-001-001
31-033-0002-0-001-001,EU8020230170,M7DD - AB Lux,Valid (European Union),2023-10-19,https://eratv.era.europa.eu/Eratv/Home/View/31-033-0002-0-001-001
13-327-0001-0-001-001,RO8020230236,Automotor diesel electric VT/VS 2E,Valid (Romania),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/13-327-0001-0-001-001
11-011-0027-7-001-001,DE8020230211,TRAXX P160DE -A – D (VR5C),Valid (Germany),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/11-011-0027-7-001-001
13-080-0001-5-001-002,IT8020220233,V250 Italia/ETR700-FN,Valid (Italy),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/13-080-0001-5-001-002
13-080-0002-3-001-001,IT8020230219,ETR700 B3,Valid (Italy),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/13-080-0002-3-001-001
13-031-0023-2-001-003,PL8020220076,FLIRT3 ED160 PKP IC2,Valid (Poland),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/13-031-0023-2-001-003
51-352-0004-5-002-001,EU8020230228,Za(c)(e)ns tank wagon,Valid (European Union),2023-10-17,https://eratv.era.europa.eu/Eratv/Home/View/51-352-0004-5-002-001
51-352-0004-5-001-001,EU8020230228,Za(c)(e)ns tank wagon,Valid (European Union),2023-10-16,https://eratv.era.europa.eu/Eratv/Home/View/51-352-0004-5-001-001
73-125-0001-5-001-001,SE8020230188,Q60,Valid (Sweden),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/73-125-0001-5-001-001
11-249-0002-6-001-001,SK8020230227,1435 B´o B´o 62A ZV (MESA 26),Valid (Slovak Republic),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/11-249-0002-6-001-001
11-022-0003-5-001-003,PL8020210108,new version of TRAXX3 DC CC20B PL GVL06 VR01,Valid (Poland),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0003-5-001-003
13-179-0007-2-001-001,DE8020230223,BR 430 S-Bahn Rhein-Main 7,Valid (Germany),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/13-179-0007-2-001-001
71-267-0001-7-001-001,PL8020230153,WM-15C,Valid (Poland),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/71-267-0001-7-001-001
13-018-0002-3-001-001,FR8020220123,TGV31200 – 3UFC – ERTMS BL3,Valid (France),2023-10-10,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0002-3-001-001
11-054-0010-3-001-001,EU8020230220,TRAXX 2E-MS - D-A-PL - KG (VR09.03),Valid (European Union),2023-10-09,https://eratv.era.europa.eu/Eratv/Home/View/11-054-0010-3-001-001
11-122-0016-5-001-001,EU8020230225,TRAXX AC2 - KA - ETCS Guardia,Valid (European Union),2023-10-06,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0016-5-001-001
51-116-0002-8-001-001,EU8020230226,Zacens 41m³,Valid (European Union),2023-10-05,https://eratv.era.europa.eu/Eratv/Home/View/51-116-0002-8-001-001
51-332-0001-3-001-002,EU8020220255,Eanos E08A,Valid (European Union),2023-10-05,https://eratv.era.europa.eu/Eratv/Home/View/51-332-0001-3-001-002
71-250-0001-3-001-001,FR8020230196,ZC 2000 TR,Valid (France),2023-10-03,https://eratv.era.europa.eu/Eratv/Home/View/71-250-0001-3-001-001
11-007-0001-0-002-001,IT8020220177,E191 (Rel. E1.13),Valid (Italy),2023-10-03,https://eratv.era.europa.eu/Eratv/Home/View/11-007-0001-0-002-001
13-300-0002-5-001-001,EU8020230190,Regio-Shuttle BR650 RS1.3-1,Valid (European Union),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-300-0002-5-001-001
11-266-0001-2-001-001,PL8020230216,15D/A_GSM-R,Valid (Poland),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/11-266-0001-2-001-001
11-264-0001-7-001-001,RO8020230207,"Locomotiva electrica 3400 kW, seria 040-EC",Valid (Romania),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/11-264-0001-7-001-001
13-272-0001-8-002-001,IT8020220256,HTR312,Valid (Italy),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-272-0001-8-002-001
13-272-0001-8-001-001,IT8020220256,HTR412,Valid (Italy),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-272-0001-8-001-001
13-108-0002-2-001-001,NL5120160023,new version of SLT IV EMU v31.6,Valid (The Netherlands),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-108-0002-2-001-001
13-108-0001-4-001-001,NL5120180029,new version of SLT IV EMU met biotoilet en schuiftrede,Valid (The Netherlands),2023-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-108-0001-4-001-001
51-450-0001-3-001-001,EU8020230206,Sggrs 80’ Classical Brake System Freight Wagon,Valid (European Union),2023-09-28,https://eratv.era.europa.eu/Eratv/Home/View/51-450-0001-3-001-001
13-107-0001-6-001-001,NL5120180028,new version of SLT VI EMU met schuiftrede en biotoilet,Valid (The Netherlands),2023-09-26,https://eratv.era.europa.eu/Eratv/Home/View/13-107-0001-6-001-001
13-107-0002-4-001-001,N15120160022,new version of SLT VI EMU v31.6,Valid (The Netherlands),2023-09-26,https://eratv.era.europa.eu/Eratv/Home/View/13-107-0002-4-001-001
11-057-0041-1-001-005,DE5920201042; RO5120191016; CZ5920151501; HU5920201015; AT5920211000,X4-E-Loco-AB DE-AT-CZ-SK-HU-RO-BG (DPM) (Rel. E2.01),Valid (European Union),2023-09-25,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0041-1-001-005
13-246-0001-2-001-001,CZ8020210215,650.2,Valid (Czech Republic),2023-09-25,https://eratv.era.europa.eu/Eratv/Home/View/13-246-0001-2-001-001
71-270-0001-1-001-001,DE8020230184,WEMO MBL 1200,Valid (Germany),2023-09-22,https://eratv.era.europa.eu/Eratv/Home/View/71-270-0001-1-001-001
71-210-0002-5-001-001,DE8020230111,Z423,Valid (Germany),2023-09-22,https://eratv.era.europa.eu/Eratv/Home/View/71-210-0002-5-001-001
11-022-0002-7-001-001,PL8020210094,TRAXX3 DC CC20B PL VR01,Valid (Poland),2023-09-22,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0002-7-001-001
71-282-0001-6-002-001,DE8020230185,WEMO MBL 1600,Valid (Germany),2023-09-22,https://eratv.era.europa.eu/Eratv/Home/View/71-282-0001-6-002-001
71-282-0001-6-001-001,DE8020230185,WEMO TUA 1600,Valid (Germany),2023-09-22,https://eratv.era.europa.eu/Eratv/Home/View/71-282-0001-6-001-001
13-004-0001-5-001-001,FR8020220250,U52600,Valid (France),2023-09-20,https://eratv.era.europa.eu/Eratv/Home/View/13-004-0001-5-001-001
51-373-0001-7-001-001,EU8020220014,Sggrss 80’,Valid (European Union),2023-09-19,https://eratv.era.europa.eu/Eratv/Home/View/51-373-0001-7-001-001
11-057-0058-5-001-002,"CZ5920201509, HU5920201015, PL5120200168",X4-E-Loco-AB PL-CZ-SK-HU (Rel. E2.01),Valid (European Union),2023-09-19,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0058-5-001-002
11-057-0058-5-001-004,"CZ5920201509, HU5920201015, PL5120200168",X4-E-Loco-AB PL-CZ-SK-HU (Rel. E2.01),Valid (European Union),2023-09-19,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0058-5-001-004
11-057-0042-9-001-006,DE5920201043; RO5120191016; CZ5920151501; SK5920201003; PL5120200168; HU5920201015; AT5920211029,X4-E-Loco-AB DE-AT-PL-CZ-SK-HU-RO-BG (Rel. E2.01),Valid (European Union),2023-09-18,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0042-9-001-006
51-004-0010-9-001-006,EU8020200043,Zacns 54m³,Valid (European Union),2023-09-18,https://eratv.era.europa.eu/Eratv/Home/View/51-004-0010-9-001-006
13-099-0002-3-002-002,FR8020200006,Z56800 – 135m – V200 – 25kV,Valid (France),2023-09-18,https://eratv.era.europa.eu/Eratv/Home/View/13-099-0002-3-002-002
11-205-0001-0-001-001,ES8020230210,Locomotora dual TD 2000 BB,Valid (Spain),2023-09-18,https://eratv.era.europa.eu/Eratv/Home/View/11-205-0001-0-001-001
11-057-0042-9-001-005,DE5920201043 (valid until 2024-12-19); RO5120191016; CZ5920151501; SK5920201003; PL5120200168; HU5920201015; AT5920211029,X4-E-Loco-AB DE-AT-PL-CZ-SK-HU-RO-BG (Rel. E2.01),Valid (European Union),2023-09-14,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0042-9-001-005
11-057-0042-9-001-007,"DE5920201043, RO5120191016, CZ5920151501, SK5920201003, PL5120200168, HU5920201015, AT5920211029",X4-E-Loco-AB DE-AT-PL-CZ-SK-HU-RO-BG (Rel. E2.01),Valid (European Union),2023-09-13,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0042-9-001-007
11-016-0003-7-001-001,EU8020230183,BB27000 ETCS,Valid (European Union),2023-09-13,https://eratv.era.europa.eu/Eratv/Home/View/11-016-0003-7-001-001
11-057-0041-1-001-007,"DE5920201042, RO5120191016, CZ5920151501, HU5920201015, AT5920211000, EU8020210018,  EU8020210237","new version of X4-E-Loco-AB DE-AT-CZ-SK-HU-RO-BG (DPM, Rel. E2.01)",Valid (European Union),2023-09-13,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0041-1-001-007
11-057-0041-1-001-006,"DE5920201042, RO5120191016, CZ5920151501, HU5920201015, AT5920211000","X4-E-Loco-AB DE-AT-CZ-SK-HU-RO-BG (DPM, Rel. E2.01)",Valid (European Union),2023-09-13,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0041-1-001-006
13-107-0001-6-001-002,NL5120180028,new version of SLT VI EMU met schuiftrede en biotoilet,Valid (The Netherlands),2023-09-12,https://eratv.era.europa.eu/Eratv/Home/View/13-107-0001-6-001-002
13-193-0007-3-002-001,EU8020230200,BR 442 NX3,Valid (European Union),2023-09-08,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0007-3-002-001
31-110-0008-3-001-003,EU8020230120,Passenger coach IC1 R284 R294 (80 seats),Valid (European Union),2023-09-08,https://eratv.era.europa.eu/Eratv/Home/View/31-110-0008-3-001-003
73-130-0001-5-001-001,PL8020230195,PRM-400.00.S,Valid (Poland),2023-09-07,https://eratv.era.europa.eu/Eratv/Home/View/73-130-0001-5-001-001
13-142-0004-7-001-001,IT8020220102,ETR204,Valid (Italy),2023-09-05,https://eratv.era.europa.eu/Eratv/Home/View/13-142-0004-7-001-001
11-103-0001-7-002-001,IT8020230087,E403 ERTMS - Comando Multiplo,Valid (Italy),2023-09-05,https://eratv.era.europa.eu/Eratv/Home/View/11-103-0001-7-002-001
13-017-0002-5-002-002,EU8020210113,V300 ZEFIRO I – F V1,Valid (European Union),2023-09-05,https://eratv.era.europa.eu/Eratv/Home/View/13-017-0002-5-002-002
11-149-0005-1-001-002,RO8020230150,"new version of Locomotiva diesel electrica 2100 CP, seria 060",Valid (Romania),2023-09-04,https://eratv.era.europa.eu/Eratv/Home/View/11-149-0005-1-001-002
11-022-0002-7-001-002,PL8020210094,new version of TRAXX3 DC CC20B PL VR01,Valid (Poland),2023-09-04,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0002-7-001-002
17-004-0003-7-001-001,FI8020220156,Dr21,Valid (Finland),2023-09-04,https://eratv.era.europa.eu/Eratv/Home/View/17-004-0003-7-001-001
51-373-0001-7-002-002,EU8020220014,Sggrss,Valid (European Union),2023-09-01,https://eratv.era.europa.eu/Eratv/Home/View/51-373-0001-7-002-002
71-090-0001-3-001-001,EU8020230199,A922 Rail Litronic,Valid (European Union),2023-08-31,https://eratv.era.europa.eu/Eratv/Home/View/71-090-0001-3-001-001
11-157-0001-3-001-002,EU8020230151,Version of a variant of vehicle type 163,Valid (European Union),2023-08-30,https://eratv.era.europa.eu/Eratv/Home/View/11-157-0001-3-001-002
13-300-0003-3-001-001,EU8020230189,Regio-Shuttle BR650 RS1.1,Valid (European Union),2023-08-28,https://eratv.era.europa.eu/Eratv/Home/View/13-300-0003-3-001-001
11-122-0015-7-001-001,DE8020230191,TRAXX BR185 (DOIC) Var. KC – VR04,Valid (Germany),2023-08-28,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0015-7-001-001
73-129-0001-7-001-001,PL8020230186,PRM-400.00.D,Valid (Poland),2023-08-28,https://eratv.era.europa.eu/Eratv/Home/View/73-129-0001-7-001-001
51-051-0003-5-001-001,EU8020190004,Sgnss 60´,Valid (European Union),2023-08-25,https://eratv.era.europa.eu/Eratv/Home/View/51-051-0003-5-001-001
51-198-0005-9-002-001,EU8020200024,Shimmns light,Valid (European Union),2023-08-24,https://eratv.era.europa.eu/Eratv/Home/View/51-198-0005-9-002-001
51-411-0001-5-002-001,EU8020230165,Sgnss 60ft,Valid (European Union),2023-08-24,https://eratv.era.europa.eu/Eratv/Home/View/51-411-0001-5-002-001
51-376-0001-0-001-001,EU8020210024,Za(c)ns 98m3,Valid (European Union),2023-08-18,https://eratv.era.europa.eu/Eratv/Home/View/51-376-0001-0-001-001
11-149-0004-4-001-001,RO8020230089,"Locomotiva diesel electrica 2100 CP, seria 060",Valid (Romania),2023-08-17,https://eratv.era.europa.eu/Eratv/Home/View/11-149-0004-4-001-001
11-122-0014-0-001-001,DE8020230136,TRAXX BR185 (DOIC) Var. KC3 – VR04,Valid (Germany),2023-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0014-0-001-001
13-018-0002-3-002-001,FR8020230177,TGV 31200 – Réserve 3UA – France,Valid (France),2023-08-11,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0002-3-002-001
13-201-0005-8-001-001,EU8020220264,Desiro ML 4-Teiler PZB/ETCS (AUT/GER),Valid (European Union),2023-08-11,https://eratv.era.europa.eu/Eratv/Home/View/13-201-0005-8-001-001
13-300-0001-7-001-001,EU8020230178,Regio-Shuttle BR650 RS1.2,Valid (European Union),2023-08-10,https://eratv.era.europa.eu/Eratv/Home/View/13-300-0001-7-001-001
13-196-0003-5-001-001,EU8020230171,FLIRT3 DMU SLO (L-4433),Valid (European Union),2023-08-10,https://eratv.era.europa.eu/Eratv/Home/View/13-196-0003-5-001-001
13-131-0009-9-001-001,RO8020230172,Coradia Lint 41,Valid (Romania),2023-08-10,https://eratv.era.europa.eu/Eratv/Home/View/13-131-0009-9-001-001
11-122-0003-3-001-001,EU8020230176,TRAXX AC2-KD -D-A-CH (VR15.4),Valid (European Union),2023-08-09,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0003-3-001-001
11-122-0004-1-001-001,EU8020230175,TRAXX AC2-KA -D-A (VR15.4),Valid (European Union),2023-08-09,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0004-1-001-001
11-229-0001-0-001-001,EL8020220231,ADTRANZ CLASS 220,Valid (Greece),2023-08-09,https://eratv.era.europa.eu/Eratv/Home/View/11-229-0001-0-001-001
11-032-0002-6-001-001,PL5120180191,E6ACTa v1,Valid (Poland),2023-08-08,https://eratv.era.europa.eu/Eratv/Home/View/11-032-0002-6-001-001
11-032-0005-9-001-001,PL5120180191,E6ACTad v1,Valid (Poland),2023-08-08,https://eratv.era.europa.eu/Eratv/Home/View/11-032-0005-9-001-001
11-199-0013-0-001-001,EU8020230138,ES64U2 Variante 6,Valid (European Union),2023-08-08,https://eratv.era.europa.eu/Eratv/Home/View/11-199-0013-0-001-001
11-199-0010-6-001-001,EU8020230138,ES64U2 V3 (HUPAC),Valid (European Union),2023-08-08,https://eratv.era.europa.eu/Eratv/Home/View/11-199-0010-6-001-001
11-101-0020-1-001-001,EU8020230132,ES64F4 Variante M,Valid (European Union),2023-08-08,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0020-1-001-001
11-101-0021-9-001-001,EU8020230132,ES64F4 Variante O,Valid (European Union),2023-08-07,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0021-9-001-001
71-090-0001-3-002-001,CZ8020230179,"A 922 Rail Litronic - 30km/h, VS67",Valid (Czech Republic),2023-08-07,https://eratv.era.europa.eu/Eratv/Home/View/71-090-0001-3-002-001
11-007-0002-8-001-001,IT8020220176,E191 Serie 1 (Rel. E1.13),Valid (Italy),2023-08-04,https://eratv.era.europa.eu/Eratv/Home/View/11-007-0002-8-001-001
11-057-0047-8-001-006,"DE5920201051, RO5120191016, CZ5920151501, SK5920181001, PL5120200168, HU5920201015, AT5920211034, HR5920160001, EU8020220045, EU8020220159",X4-E-Loco-AB DE-AT-IT-PL-CZ-SK-HU-RO-BG-SI-HR-RS (Rel. E2.01),Valid (European Union),2023-08-04,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0047-8-001-006
51-311-0001-7-001-002,NL5320190022,Eamnos BA 160 without parkingbrake – 40m³,Valid (European Union),2023-08-04,https://eratv.era.europa.eu/Eratv/Home/View/51-311-0001-7-001-002
51-310-0001-9-001-002,NL5320190021,Eamnos BA 160 with parkingbrake – 40m³,Valid (European Union),2023-08-04,https://eratv.era.europa.eu/Eratv/Home/View/51-310-0001-9-001-002
73-127-0001-1-001-001,FR8020230157,WDR - Wagon déchargement de rail,Valid (France),2023-08-03,https://eratv.era.europa.eu/Eratv/Home/View/73-127-0001-1-001-001
71-271-0001-9-001-001,PL8020230166,PRM-400.00.N,Valid (Poland),2023-08-03,https://eratv.era.europa.eu/Eratv/Home/View/71-271-0001-9-001-001
